winery,country,points,description,designation,Refined-description,CountVectorizer,TF-IDF Vectorizer Column
Sleeping Giant,US,90,"Dark gold in color, this wine was whole-cluster pressed and fermented for a lengthy six months, providing for a luxuriousness of stone fruit and melon dripping in honey and caramel. It's ripe and fleshy, with a slight voluptuousness. Aged in 50% new French oak for 17 months.",Buena Tierra Vineyard,Dark gold color wine wholecluster pressed fermented lengthy six month providing luxuriousness stone fruit melon dripping honey caramel It ripe fleshy slight voluptuousness Aged 50 new French oak 17 month,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.3651483716701107, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536]]"
Sokol Blosser,US,90,"Dense and textural, this immediately displays a strong minerality, in its mouthfeel and racy freshness. It further amplifies the tart, tight fruit flavors of apple and citrus, grapefruit and pineapple.",,Dense textural immediately display strong minerality mouthfeel racy freshness It amplifies tart tight fruit flavor apple citrus grapefruit pineapple,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587]]"
Stolo,US,90,"Orange blossoms, night jasmine, ripe Pink Lady apples and a touch of bubblegum pop on the nose of this bottling from a coastal canyon vineyard behind Cambria. The palate shows a fine-tuned and textural grip, offering similar floral flavors as well as a botanical streak that shows a touch of pine needle and goes deep into the finish.",Estate,Orange blossom night jasmine ripe Pink Lady apple touch bubblegum pop nose bottling coastal canyon vineyard behind Cambria The palate show finetuned textural grip offering similar floral flavor well botanical streak show touch pine needle go deep finish,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.34299717028501764, 0.17149858514250882]]"
Tsililis,,90,"Delicate white flowers and a spin of lemon peel on the nose start this refined white. The bright fruit on the palate is tropical and exotic, but the minerality gives it lift. Fuller-bodied but poised, the wine has aging potential and a food-friendly character.",Askitikos,Delicate white flower spin lemon peel nose start refined white The bright fruit palate tropical exotic minerality give lift Fullerbodied poised wine aging potential foodfriendly character,"[1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.3922322702763681, 0.19611613513818404]]"
Jean-Marc Bernhard,France,90,"Very subtle hints of ripe, red apple hover above the glass. They become more apparent and richer on the slightly spiced palate that also shows hints of pepper and saffron. There is concentration on the palate and ample definition and structure provided by clean, brisk freshness.",,Very subtle hint ripe red apple hover glass They become apparent richer slightly spiced palate also show hint pepper saffron There concentration palate ample definition structure provided clean brisk freshness,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.3779644730092272, 0.1889822365046136, 0.3779644730092272, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136]]"
Josmeyer,France,90,"Lovely notes of Reineclaude plums play on the nose. The palate is soft but also has echoes of pebble and stone. Fluid and fresh, the wine even shows overtones of white blossom on the palate. It's a lovely, lasting and authentic expression of Alsace.",H Vieilles Vignes,Lovely note Reineclaude plum play nose The palate soft also echo pebble stone Fluid fresh wine even show overtone white blossom palate It lovely lasting authentic expression Alsace,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.3849001794597505, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.3849001794597505, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526]]"
Josmeyer,France,90,"A certain faint spiciness hovers over everything, recalling honeysuckle. The textured palate is fresh and equally pepper-spiced. This has freshness and verve, a certain ease and tons of lemony crispness. If you wanted to hold a party to welcome summer, this would be the perfect wine.",Mise du Printemps,A certain faint spiciness hovers everything recalling honeysuckle The textured palate fresh equally pepperspiced This freshness verve certain ease ton lemony crispness If wanted hold party welcome summer would perfect wine,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.3849001794597505, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526]]"
Willamette Valley Vineyards,US,90,"This bright and fruity Beaujolais-style wine is as light and refreshing as a young wine can possibly be. It delivers a smile-inducing burst of strawberry and cherry fruit—round, ripe and juicy. You absolutely want to drink this sometime in 2016 while all that youthful energy remains.",Whole Cluster,This bright fruity Beaujolaisstyle wine light refreshing young wine possibly It delivers smileinducing burst strawberry cherry fruit—round ripe juicy You absolutely want drink sometime 2016 youthful energy remains,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.3849001794597505, 0.19245008972987526, 0.19245008972987526]]"
Chateau Margene,US,90,"Winemaker Mike Mooney adds complexity with 16% Cabernet Sauvignon and 8% Merlot on this bottling, which shows blueberries, crushed black rocks and dark chocolate on the nose, but doesn't offer a lot of Cab Francness. The palate does offer some, however, with grippy tannins and dried oregano touches laid across rich black cherry, blueberry, fudge and espresso notes.",Signature Series,Winemaker Mike Mooney add complexity 16 Cabernet Sauvignon 8 Merlot bottling show blueberry crushed black rock dark chocolate nose nt offer lot Cab Francness The palate offer however grippy tannin dried oregano touch laid across rich black cherry blueberry fudge espresso note,"[1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1]","[[0.15249857033260467, 0.15249857033260467, 0.30499714066520933, 0.30499714066520933, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.30499714066520933, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467]]"
Colliano,Slovenia,90,"This Slovenian Ribolla Gialla has aromas of peach and vanilla, with flavors of freshly baked peach pie, canned apricots and green apple. It is soft on entry, rounded in the mouth and shows good minerality on the finish.",Estate Bottled,This Slovenian Ribolla Gialla aroma peach vanilla flavor freshly baked peach pie canned apricot green apple It soft entry rounded mouth show good minerality finish,"[1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.20412414523193154, 0.20412414523193154, 0.20412414523193154, 0.20412414523193154, 0.20412414523193154, 0.20412414523193154, 0.20412414523193154, 0.20412414523193154, 0.20412414523193154, 0.20412414523193154, 0.20412414523193154, 0.20412414523193154, 0.20412414523193154, 0.20412414523193154, 0.4082482904638631, 0.20412414523193154, 0.20412414523193154, 0.20412414523193154, 0.20412414523193154, 0.20412414523193154, 0.20412414523193154]]"
La Togata,Italy,90,"Underbrush, pipe tobacco, blue-flower, berry and star anise aromas unfold in the glass. The firm, elegant palate offers dried cherry, clove, mint and orange peel alongside fine-grained tannins. Drink 2018–2025.",dei Togati,Underbrush pipe tobacco blueflower berry star anise aroma unfold glass The firm elegant palate offer dried cherry clove mint orange peel alongside finegrained tannin Drink 2018–2025,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404]]"
Le Macioche,Italy,90,"This wine opens with aromas of baked plum, leather, underbrush, grilled herb and a toasted note. The ripe, chewy palate offers raspberry jam, fleshy black cherry, licorice and a hint of vanilla alongside solid tannins. Drink through 2020.",,This wine open aroma baked plum leather underbrush grilled herb toasted note The ripe chewy palate offer raspberry jam fleshy black cherry licorice hint vanilla alongside solid tannin Drink 2020,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136]]"
Loring Wine Company,US,90,"Baked pears, tangerine oil and wet-cement minerality show on the nose of this rich yet balanced wine from one of the region's premiere sites. The palate shows Gala apples, honeysuckle and blood-orange rinds, blending ripeness with grippy tartness.",Rosella's Vineyard,Baked pear tangerine oil wetcement minerality show nose rich yet balanced wine one region premiere site The palate show Gala apple honeysuckle bloodorange rind blending ripeness grippy tartness,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477]]"
MacPhail,US,90,"An estate-grown wine in its second vintage, this comes from the cooler-climate hills of the coast. This plush wine is dark brown in color and brimming in stinky earth—a rich, funky and concentrated expression that's herbal, spicy and shy in raspberry fruit.",Mardikian Estate Vineyard,An estategrown wine second vintage come coolerclimate hill coast This plush wine dark brown color brimming stinky earth—a rich funky concentrated expression herbal spicy shy raspberry fruit,"[1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.3849001794597505]]"
Mahoney,US,90,"Medium bodied and restrained on the palate, this wine offers a mix of caramelized lemon and Gravenstein apple. It ends lengthy with tastes of ginger and lemongrass that leave a refreshing finish.",Gavin Vineyard,Medium bodied restrained palate wine offer mix caramelized lemon Gravenstein apple It end lengthy taste ginger lemongrass leave refreshing finish,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174]]"
Matanzas Creek,US,90,"From vineyards in both Alexander Valley and Bennett Valley, the grapes were fermented in French oak for eight months, a minority of it new. This is a medium-bodied, integrated wine rich in caramel apple and fresh-squeezed tangerine. Brisk and in balance, it finishes with a note of toasted almond.",,From vineyard Alexander Valley Bennett Valley grape fermented French oak eight month minority new This mediumbodied integrated wine rich caramel apple freshsqueezed tangerine Brisk balance finish note toasted almond,"[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.3779644730092272, 0.1889822365046136, 0.1889822365046136]]"
